,Credit Limit,Sex,Education,Marital Status,Age,PayStat/Sept05,PayStat/Aug05,PayStat/Jul05,PayStat/Jun05,PayStat/May05,PayStat/Apr05,Outstanding/Sept05,Outstanding/Aug05,Outstanding/Jul05,Outstanding/Jun05,Outstanding/May05,Outstanding/Apr05,Paid/Sept05,Paid/Aug05,Paid/Jul05,Paid/Jun05,Paid/May05,Paid/Apr05,Default
1059,170000,F,MSc or PHd,Single,30,2,2,2,2,2,2,155910,158819,161487,157577,168094,170922,6800,6500,0,13000,5500,1000,True
1060,150000,F,BSc,Single,28,2,2,2,2,2,2,137564,137327,146648,147865,149356,145262,3500,13000,5200,5300,400,5000,True
1061,60000,F,BSc,Married,37,1,2,2,2,2,2,49335,48241,52222,52777,51332,55489,0,4763,2000,0,5000,2000,True
1062,170000,F,BSc,Married,36,2,2,2,2,2,2,15570,15031,16784,17711,17131,18197,0,2500,1500,0,1500,1000,False
1063,60000,F,BSc,Married,37,2,2,2,2,2,2,42101,43594,44700,45465,46215,47125,2500,2100,1800,1800,1800,2000,True
1064,20000,F,BSc,Married,34,2,2,2,2,2,2,13552,16513,17549,18907,19114,19186,3188,1600,3570,801,901,1,False
1065,130000,F,BSc,Married,48,2,2,2,2,2,2,105500,107761,109965,110797,107529,114104,5500,5400,4100,0,8500,0,True
1066,120000,M,BSc,Single,30,2,2,2,2,2,2,69443,70896,72381,70629,74827,76470,3200,3200,0,6000,3000,3000,False
1067,200000,F,High School Diploma,Married,30,2,2,2,2,2,2,140327,143137,145374,147273,149244,151973,6600,6000,5860,6000,5000,0,False
1068,20000,F,BSc,Married,43,4,4,3,2,2,2,28447,27721,27009,27170,26295,34171,0,0,924,0,9648,2000,True
1069,380000,F,MSc or PHd,Single,34,2,2,2,2,2,2,315912,322199,331518,337703,343612,351089,13000,16001,13150,13000,13150,13300,False
1070,350000,F,MSc or PHd,Single,44,2,3,2,2,2,2,309250,314607,322032,327193,333278,340791,12000,14000,12000,13000,13000,13000,True
1071,50000,F,MSc or PHd,Married,33,2,2,2,2,2,2,40669,43102,44313,45286,44256,47549,3424,2200,2000,0,4000,2300,True
1072,100000,F,BSc,Married,38,3,2,2,3,3,3,750,750,750,750,750,750,0,0,0,0,0,1500,False
1073,460000,F,MSc or PHd,Married,40,3,2,2,3,3,3,2650,2650,2650,2650,2650,2650,0,0,0,0,0,200,True
1074,50000,F,BSc,Married,37,2,2,2,2,2,3,19068,19947,21124,21480,22822,22171,1500,1800,1000,2000,0,1000,True
1075,50000,F,MSc or PHd,Single,29,3,3,2,3,2,2,49624,48530,50255,49104,51044,50933,0,2800,0,3000,800,3000,True
1076,290000,F,BSc,Single,34,2,2,2,2,2,2,219757,214747,227698,232468,227226,241556,0,18000,10000,0,18000,0,True
1077,30000,F,High School Diploma,Married,39,1,2,2,2,2,2,25574,22897,25647,24937,26938,26374,0,3128,0,2419,0,700,False
1078,100000,F,BSc,Single,31,2,2,2,2,2,2,41052,42081,41131,43637,42635,45440,2000,0,3500,0,3500,2000,True
1079,30000,F,BSc,Married,35,2,2,2,2,2,2,17880,19288,20313,19696,20670,20200,2000,1626,0,1600,0,1126,True
1080,50000,F,MSc or PHd,Married,41,1,2,2,3,3,2,45313,46262,49188,50084,48980,50050,2000,4000,2000,0,2000,3000,False
1081,70000,F,BSc,Married,39,3,2,2,2,2,2,20392,19772,22234,21579,22720,23704,0,3100,0,1500,1500,0,True
1082,150000,F,MSc or PHd,Married,33,2,2,2,2,2,2,105610,106885,108706,105470,111687,113747,4500,5000,0,8000,4000,4700,True
1083,220000,F,MSc or PHd,Married,41,8,7,6,5,4,3,246915,243234,238172,232446,227800,225044,0,0,0,0,0,0,True
1084,150000,F,BSc,Married,41,2,2,2,2,2,2,68571,69845,71434,72365,73377,75052,3000,3300,2700,2800,3000,2800,True
1085,100000,F,BSc,Married,36,2,2,2,2,2,2,78063,79346,77977,79071,76918,81713,3500,3300,3000,0,6500,3000,True
1086,60000,F,High School Diploma,Single,44,2,2,2,2,2,2,11847,62478,55887,70562,71322,58821,55887,0,20783,2500,0,3000,True
1087,130000,F,BSc,Single,42,1,2,2,2,2,2,117391,119378,121993,123503,124578,127434,5400,6000,5000,4600,5000,5100,False
1088,320000,F,BSc,Married,37,2,2,2,2,2,2,289260,297888,304025,308421,315291,310339,14500,12001,10500,13000,1,120021,False
1089,110000,F,BSc,Married,43,1,2,2,2,2,2,100987,101941,98364,103189,99578,104412,4600,0,8500,0,7700,3900,False
1090,90000,F,BSc,Single,35,2,2,2,2,2,2,89282,91247,68552,67324,39573,28610,6201,0,25000,0,2235,0,False
1091,200000,F,BSc,Single,36,1,2,2,2,2,2,73459,76308,78669,75995,79781,81533,4500,4000,0,5500,3000,0,False
1092,30000,F,BSc,Single,28,3,2,2,5,5,4,1200,1200,1200,1200,1200,600,0,0,0,0,0,0,True
1093,50000,F,BSc,Married,44,1,2,2,2,2,2,24622,26999,28071,27326,28769,28170,3100,1800,0,2200,0,2700,True
1094,50000,F,BSc,Single,48,1,4,3,2,2,2,10024,9723,9427,9075,10037,12503,0,0,0,1000,0,264,False
1095,50000,F,BSc,Married,39,1,2,2,2,2,2,16983,16413,21128,20492,30079,29460,0,5000,0,10000,0,10000,True
1096,120000,F,BSc,Single,33,1,2,2,2,2,2,68493,70275,68592,72525,73741,72440,3500,0,5700,3000,0,3000,True
1097,110000,F,MSc or PHd,Married,31,1,2,5,4,4,4,76817,89765,87486,90126,94687,97585,15200,0,5000,7000,5000,5000,False
1098,240000,F,MSc or PHd,Single,37,3,2,2,2,2,2,164691,167489,170329,173033,175678,179707,7000,7000,7000,7000,7000,7000,True
1099,240000,F,MSc or PHd,Married,38,2,2,2,2,2,2,107425,109678,111948,112626,113988,116315,5500,5500,4000,4700,4300,4500,True
1100,70000,F,High School Diploma,Married,48,2,2,2,2,2,2,62775,64139,65516,65945,66267,68549,3000,3000,2100,2000,3500,800,True
1101,50000,F,BSc,Married,50,2,2,2,2,2,2,27525,28669,28569,30097,29858,31229,1900,650,2300,550,2000,0,True
1102,20000,F,BSc,Married,54,3,2,3,2,2,2,6329,8488,8212,7931,8797,8514,2415,0,0,1000,0,500,True
1103,50000,F,High School Diploma,Married,53,2,2,2,2,2,2,40926,43236,45250,46003,44193,44838,3000,3000,1800,0,1500,2300,True
1104,100000,F,BSc,Married,55,2,2,2,2,2,2,44400,47439,48385,49285,50176,51228,4100,2000,2000,2000,2000,0,True
1105,280000,F,MSc or PHd,Married,47,4,3,2,2,2,2,127928,127530,130168,131222,132758,135654,3000,6000,4500,5000,5000,5000,True
1106,70000,F,High School Diploma,Married,49,2,2,2,2,2,2,19954,21024,21790,21142,23772,24930,1700,1400,0,3000,1700,1340,True
1107,140000,F,BSc,Married,58,2,2,2,2,2,2,68859,70428,71902,72924,72335,75508,3300,3200,2800,1200,4500,3000,True
1108,50000,M,BSc,Single,30,2,2,2,2,2,2,21839,22771,23700,24016,23332,24849,1600,1600,1000,0,1896,0,True
1109,130000,M,BSc,Single,29,1,2,2,2,2,2,88766,91466,93182,90851,96576,98452,5000,4000,0,7200,3500,3600,True
1110,50000,M,BSc,Married,26,1,4,3,2,2,3,13294,12799,12311,11816,14014,13506,0,0,0,2394,0,0,True
1111,110000,M,BSc,Single,26,1,2,2,3,2,2,83796,86713,93436,91075,88714,94316,5200,9000,0,0,7062,3424,False
1112,20000,M,BSc,Single,22,2,3,2,2,3,2,18292,17710,17137,19830,19240,18419,0,0,3000,0,0,2000,True
1113,70000,M,BSc,Single,27,2,2,2,2,2,2,29193,30214,31130,31622,32102,32742,1800,1700,1300,1300,1300,1300,True
1114,20000,M,BSc,Married,24,1,4,3,2,2,2,17611,18038,17473,16900,17690,18255,1000,0,0,1376,1000,649,False
1115,20000,M,BSc,Married,26,3,2,2,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,True
1116,70000,M,High School Diploma,Single,27,2,2,2,3,3,2,58009,56479,63633,64500,62867,64210,0,8100,2500,0,2500,2455,True
1117,20000,M,High School Diploma,Single,27,3,2,2,5,5,4,1200,1200,1200,1200,1200,600,0,0,0,0,0,0,True
1118,50000,M,BSc,Single,29,1,2,2,2,2,2,38916,37990,42382,43190,42198,46572,0,5000,1800,0,5232,1800,True
1119,200000,M,BSc,Single,29,3,2,2,4,4,4,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,True
1120,80000,M,BSc,Married,29,4,3,2,2,2,2,12237,11756,11281,12785,12283,13184,0,0,2000,0,1100,0,True
1121,20000,M,BSc,Single,22,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,True
1122,20000,M,BSc,Married,30,1,2,2,2,2,2,17005,15451,18067,17469,19905,19763,0,2874,0,2712,1566,818,True
1123,80000,M,BSc,Single,30,2,2,2,2,2,2,66995,67794,69607,70864,71902,73407,2500,3500,3000,2800,2800,0,True
1124,200000,M,BSc,Single,32,2,2,2,2,2,2,88808,86484,92504,90120,93629,96980,0,7421,0,5000,5000,5000,True
1125,280000,M,BSc,Single,30,2,2,2,2,2,2,106907,110550,113877,115223,116930,112607,6900,6600,4700,5100,0,4200,False
1126,30000,M,MSc or PHd,Married,31,1,2,2,2,2,2,14107,14779,14252,16205,15647,17091,1200,0,2200,0,1700,0,True
1127,200000,M,MSc or PHd,Single,30,2,4,4,4,4,4,173639,176605,179754,182763,184570,184091,7310,7459,7468,6275,3000,0,False
1128,100000,M,MSc or PHd,Single,31,2,2,2,2,2,2,93975,95030,96611,97947,95602,77323,3500,4000,4005,600,2400,2900,True
1129,50000,M,High School Diploma,Married,49,1,2,2,2,2,2,49206,51097,50011,53469,50337,46903,3000,0,5000,2005,0,4000,True
1130,170000,M,BSc,Married,35,2,2,2,2,2,2,148655,150727,154850,150893,165924,163176,6000,8000,0,19172,0,12210,True
1131,200000,M,BSc,Married,45,3,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,True
1132,160000,M,MSc or PHd,Single,33,2,2,2,2,2,2,101430,103870,106719,107485,108326,110635,5000,6000,4000,4100,4200,4200,False
1133,20000,M,High School Diploma,Married,36,3,2,2,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,True
1134,140000,M,BSc,Married,38,2,2,2,2,2,2,53797,55007,56128,56713,55796,56251,2700,2600,2100,600,1500,4545,True
1135,80000,M,MSc or PHd,Married,42,1,2,2,2,2,2,45619,46567,47522,48373,47442,50501,2000,2000,2000,0,4000,0,False
1136,130000,M,BSc,Married,44,1,2,2,2,2,2,5230,4998,7898,7021,46431,45891,0,3000,0,40200,0,780,True
1137,100000,M,High School Diploma,Married,42,7,6,5,4,3,2,33816,33024,32308,31399,30448,29933,0,60,0,0,0,118,False
1138,50000,M,MSc or PHd,Single,34,1,2,2,2,2,2,48212,49207,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,False
1139,20000,M,High School Diploma,Single,46,2,3,2,2,2,2,9417,9119,10015,9705,10540,10825,0,1200,0,1000,600,0,True
1140,50000,M,MSc or PHd,Single,31,3,2,2,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,True
1141,70000,M,MSc or PHd,Single,32,1,2,2,2,2,2,67065,68358,69670,70918,72165,70755,3000,3000,3000,3000,0,8300,True
1142,190000,M,MSc or PHd,Single,36,1,2,2,2,2,2,105418,107689,109678,110887,111871,114223,5500,5200,4500,4300,4300,4400,True
1143,30000,M,MSc or PHd,Married,45,1,2,2,2,3,2,25829,25121,27988,30515,29738,29126,0,3600,3300,0,0,1100,False
1144,40000,M,MSc or PHd,Single,35,1,2,2,2,2,3,11074,10600,20406,20774,22132,21497,0,10000,1000,2000,0,0,True
1145,120000,M,MSc or PHd,Married,44,1,2,2,2,2,2,75294,76465,74675,79629,77748,82497,3000,0,6200,0,6000,0,True
1146,70000,M,BSc,Married,36,2,2,2,2,2,2,30809,30015,32928,32100,34557,35357,0,3400,0,3000,1500,1500,True
1147,20000,M,High School Diploma,Married,50,1,5,4,5,4,3,18378,17797,19225,18644,18063,17491,0,2000,0,0,0,0,False
1148,190000,M,MSc or PHd,Married,50,2,2,2,2,2,2,36137,37143,38051,38827,39488,40208,1900,1800,1700,1600,1500,1600,True
1149,70000,M,High School Diploma,Married,55,2,2,2,2,2,2,20205,22856,22202,24326,23636,25350,3000,0,2500,0,2100,1100,True
1150,500000,M,MSc or PHd,Married,55,3,2,2,2,2,2,4957,4957,4957,4957,4957,4957,0,0,0,0,0,0,True
1151,30000,M,High School Diploma,Married,56,1,7,6,5,4,3,30826,30384,29656,28914,28172,27444,0,0,0,0,0,0,True
1152,50000,F,BSc,Married,27,1,2,2,2,2,2,20293,21657,23012,23338,23658,23139,2000,2000,1000,1000,0,1500,True
1153,30000,F,BSc,Married,24,1,2,2,2,2,2,29654,28570,31085,29945,30373,29476,0,3300,0,2158,0,1100,False
1154,80000,F,MSc or PHd,Single,29,2,2,2,2,2,2,41355,40395,43231,42236,44924,44072,0,3800,0,3400,0,3816,True
1155,50000,F,BSc,Married,22,1,1,2,2,2,2,44531,50863,49555,34644,28867,28983,7178,0,1656,944,967,1112,False
1156,50000,F,MSc or PHd,Single,23,2,2,2,2,2,2,44609,44579,46573,47510,48425,49502,1000,3000,2000,2000,2000,0,True
1157,30000,F,BSc,Married,25,4,3,2,2,3,2,37695,35146,34637,34127,31641,31344,0,2000,2000,0,2000,0,False
1158,30000,F,BSc,Single,23,2,2,2,2,2,2,12376,13475,12973,15144,14603,15767,1600,0,2700,0,1400,0,True
1159,120000,F,BSc,Single,23,3,2,2,5,5,4,1250,1250,1250,1250,1250,650,0,0,0,0,0,0,False
1160,50000,F,BSc,Single,24,2,2,2,2,2,2,41500,39938,41688,45625,45907,44662,0,2700,4960,1700,0,3000,True
1161,140000,F,BSc,Single,26,2,2,2,2,2,2,118425,120970,123141,124622,125865,128479,6000,5600,5000,4800,4800,4700,True
1162,50000,F,High School Diploma,Single,26,2,2,2,2,2,2,33457,34504,35447,36061,36571,35850,1900,1800,1500,1400,0,3000,True
1163,70000,F,High School Diploma,Married,30,2,2,2,2,2,2,55352,56448,57550,58008,58957,60367,2600,2600,2000,2500,2500,2400,True
1164,100000,F,High School Diploma,Single,28,3,2,2,5,5,4,1250,1250,1250,1250,1250,650,0,0,0,0,0,0,False
1165,110000,F,MSc or PHd,Married,33,2,2,2,2,2,2,24178,25270,24669,26738,27201,26723,1700,0,2700,1100,0,875,True
1166,100000,F,BSc,Single,24,3,2,2,2,2,2,81601,79689,85389,83121,88304,90746,0,7000,0,6600,4000,3200,True
1167,130000,F,BSc,Married,34,2,2,2,2,2,2,28967,30776,33071,32336,34186,34588,2500,3000,0,2600,1000,1500,True
1168,50000,F,MSc or PHd,Single,33,2,2,2,2,2,2,31652,34207,35666,34798,36208,37466,3400,2301,0,2300,2000,2000,False
1169,30000,F,BSc,Single,49,2,2,2,2,2,2,17667,18577,17991,20182,19560,21241,1500,0,2500,0,2000,0,True
1170,130000,F,High School Diploma,Married,43,2,3,2,2,2,2,19690,19085,18491,20579,19950,21625,0,0,2400,0,2000,0,True
1171,30000,F,BSc,Married,35,2,3,2,2,2,2,27223,26474,25344,25634,24924,26546,0,2000,1000,0,2026,0,True
1172,230000,F,MSc or PHd,Married,34,2,2,2,2,2,2,186163,190784,195724,198707,201634,205949,9000,9300,7500,7500,7500,7500,True
1173,70000,F,MSc or PHd,Single,34,2,2,2,2,2,2,43357,44347,43357,46626,47562,48651,2000,0,4000,2000,2000,2000,True
1174,40000,F,BSc,Single,44,2,2,2,2,2,2,35515,36176,37490,38726,39795,40230,1550,2200,2170,2001,1601,1602,True
1175,90000,F,BSc,Married,45,2,2,2,2,2,2,45820,46770,45741,48729,49628,50680,2000,0,3755,2000,2000,2100,True
1176,100000,F,MSc or PHd,Single,38,2,2,2,2,2,2,37566,37160,39750,40298,40835,41529,500,3500,1500,1500,1500,2000,True
1177,50000,F,BSc,Single,47,2,2,2,2,2,2,43439,44769,43781,45021,28660,27807,2341,0,2554,0,1800,0,True
1178,510000,F,MSc or PHd,Single,40,8,7,6,5,4,3,477094,469882,461402,452405,443657,437305,0,0,0,0,0,14000,True
1179,170000,F,MSc or PHd,Married,35,2,2,2,2,2,2,131909,133178,131711,139143,140987,144187,4800,2000,11000,5500,5500,5400,True
1180,200000,F,BSc,Single,34,2,2,2,2,2,2,71817,73376,71672,76004,74225,78193,3300,0,6100,0,5300,3500,True
1181,40000,F,BSc,Single,37,1,2,2,2,2,2,7613,7343,15184,14643,18385,17950,0,8000,0,4000,0,6000,True
1182,50000,F,MSc or PHd,Single,27,2,3,2,2,2,2,12250,11761,12476,11979,12880,12531,0,1200,0,1100,0,1200,True
1183,90000,F,MSc or PHd,Married,29,2,2,2,2,2,2,42815,41826,45136,46098,45059,79127,0,4000,2000,0,35000,3000,False
1184,20000,F,BSc,Married,36,1,2,2,2,2,2,16161,17596,17031,19715,19806,18747,2000,0,3300,700,0,1200,False
1185,160000,F,BSc,Single,37,2,2,2,2,2,2,144255,147333,143786,151842,147962,156921,6900,200,12000,0,11500,5811,False
1186,100000,F,MSc or PHd,Single,29,2,2,2,2,2,2,57214,58666,58643,58589,62586,64519,3000,1500,1500,5600,3100,2000,True
1187,50000,F,BSc,Married,34,3,3,2,2,2,2,47904,48240,48602,46289,44837,44535,2000,2001,499,2000,2000,1500,True
1188,240000,F,MSc or PHd,Married,32,2,2,2,2,2,2,209368,204501,223137,226470,229706,234889,0,22000,8500,8500,9000,0,True
1189,180000,F,BSc,Married,34,2,2,2,2,2,2,93155,95008,97088,98093,99578,101828,4300,4500,3500,4000,4000,4000,True
1190,20000,F,BSc,Single,38,1,2,2,4,3,2,10683,12729,14734,14190,13721,13848,2500,2501,0,0,441,1,False
1191,130000,F,BSc,Married,50,2,2,2,2,2,2,73621,76104,77795,78584,79736,78405,4300,3500,2700,2970,0,3870,False
1192,120000,F,High School Diploma,Married,58,1,2,2,2,2,2,79400,81490,83496,84333,85444,87323,4000,3900,3100,3400,3400,3400,True
1193,100000,F,MSc or PHd,Married,52,2,2,2,2,2,2,40938,43036,45127,44183,47211,46401,3000,3000,0,4000,0,3000,True
1194,200000,F,High School Diploma,Married,55,2,2,3,2,2,2,159017,162697,163143,161906,165807,169599,9159,4842,3000,8000,7000,3000,False
1195,50000,F,BSc,Married,51,2,2,2,2,3,2,15902,17328,18746,20623,20019,19227,2000,2000,2500,0,0,1000,False
1196,20000,M,BSc,Single,23,3,2,2,7,7,6,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,True
1197,20000,M,MSc or PHd,Single,23,2,2,2,2,2,2,5996,7040,7897,7622,8294,8016,1300,1128,0,800,0,1500,True
1198,10000,M,BSc,Single,24,1,2,2,2,2,2,6496,6246,8965,8672,9525,9228,0,3000,0,1000,0,800,True
1199,40000,M,MSc or PHd,Single,29,1,2,2,2,2,2,37681,36775,39982,38979,39479,39329,0,3800,0,1200,0,0,False
1200,30000,M,High School Diploma,Single,26,2,2,2,2,2,2,14598,13998,15467,14913,17692,16302,2000,2000,0,3009,0,2000,False
1201,80000,M,BSc,Single,27,1,2,2,2,2,2,63467,66811,68247,68531,69808,70544,5000,3100,2000,3000,2000,4000,True
1202,80000,M,BSc,Single,27,1,2,2,2,2,2,53576,52128,56657,57340,55823,58260,0,6000,2200,0,3500,3500,True
1203,50000,M,BSc,Single,23,1,2,2,2,2,2,6283,6034,7925,8631,8855,8585,0,2000,1000,500,2,500,True
1204,220000,M,MSc or PHd,Single,29,1,2,2,2,2,2,31012,30215,33117,32286,34320,33634,0,3400,0,2576,0,2671,True
1205,160000,M,BSc,Single,26,4,3,3,3,2,2,152924,152142,155201,157202,153311,162973,3200,7000,6000,0,12000,0,True
1206,200000,M,MSc or PHd,Married,30,3,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,True
1207,20000,M,MSc or PHd,Single,27,1,2,3,2,3,2,4473,7216,6958,7496,7231,7269,3000,0,800,0,300,0,True
1208,70000,M,High School Diploma,Married,46,1,2,2,2,2,2,30040,29258,31137,32855,33316,34137,0,2352,2531,1300,1500,0,False
1209,140000,M,BSc,Married,48,1,2,2,2,2,2,86114,87896,89397,90514,91661,90100,4100,3800,3500,3500,0,6900,True
1210,150000,M,BSc,Single,32,1,2,2,2,2,2,133401,135703,142275,144427,146702,150647,6000,10275,6000,6000,6100,0,False
1211,150000,M,BSc,Married,36,2,2,2,2,2,2,47529,40605,39394,37686,38810,31548,17,3105,2,2020,36,1048,True
1212,140000,M,BSc,Married,38,1,2,2,2,2,2,129497,131877,135309,131671,138771,141146,6000,7000,0,10800,4800,0,True
1213,10000,M,BSc,Single,28,1,2,2,2,2,2,3717,3659,5640,5401,6811,6567,150,2200,0,1500,0,6000,True
1214,80000,M,MSc or PHd,Single,34,2,2,2,2,2,2,61231,62423,63827,64682,65614,67007,2800,3000,2500,2600,2600,2600,True
1215,160000,M,BSc,Married,39,1,3,2,2,2,2,47675,47243,48328,49183,48237,51937,500,2000,1800,0,4500,0,False
1216,130000,M,High School Diploma,Married,43,2,2,2,2,2,2,55544,57428,58917,60352,61167,63042,3400,3000,3000,2400,3000,2400,False
1217,30000,M,High School Diploma,Married,28,2,2,2,2,2,2,23027,23848,23873,24182,26022,27462,1500,700,1000,2550,2013,1108,True
1218,110000,M,MSc or PHd,Single,35,3,2,2,3,3,2,450,450,450,450,450,300,0,0,0,0,0,288,True
1219,80000,M,BSc,Married,39,2,2,2,2,2,2,51193,50954,55132,56629,57405,58742,1200,5000,3000,2300,2400,0,True
1220,70000,M,High School Diploma,Married,46,1,2,2,2,2,2,11300,10822,13633,13117,14096,13727,0,3000,0,1200,0,1500,True
1221,150000,M,MSc or PHd,Single,31,2,2,2,2,2,3,57504,58590,64813,63048,120660,122762,2500,7628,0,61923,4500,3900,True
1222,200000,M,MSc or PHd,Married,46,2,2,2,2,2,2,64158,65506,66872,65199,79104,80692,3000,3000,0,15000,3000,3000,True
1223,20000,M,BSc,Married,43,2,2,2,2,4,3,14301,17069,17818,20251,19657,19072,3000,1300,3000,0,0,0,True
1224,30000,M,BSc,Single,29,7,6,5,4,3,2,33666,32875,32101,31071,30136,28496,0,0,0,0,0,1642,True
1225,90000,M,MSc or PHd,Single,29,2,2,2,2,2,2,11512,12524,13523,13704,13882,14015,1500,1500,700,700,500,0,True
1226,20000,M,High School Diploma,Married,40,3,2,2,2,2,2,300,300,300,300,300,300,0,0,0,0,0,0,True
1227,250000,M,MSc or PHd,Single,32,3,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,True
1228,60000,M,BSc,Married,35,2,2,2,2,2,2,20195,21267,21332,21680,23011,23498,1700,700,1000,2000,1000,0,False
1229,130000,M,MSc or PHd,Single,49,2,2,2,2,2,2,68739,70024,68345,72487,73591,75161,3000,0,5900,2900,2900,2900,True
1230,300000,M,BSc,Single,36,2,2,2,2,2,2,285177,291282,293497,293046,291883,297169,13003,9003,8114,4403,8838,604,True
1231,30000,M,BSc,Married,40,1,4,3,2,2,3,14557,14039,13528,13810,14488,13971,0,0,800,1200,0,0,True
1232,80000,M,MSc or PHd,Married,46,2,2,2,2,2,2,40509,40551,42592,43296,43892,43060,1000,3000,1700,1600,0,3500,False
1233,20000,M,High School Diploma,Single,34,1,4,3,2,2,2,15526,14996,14474,13944,15073,14692,0,0,0,1363,0,2000,False
1234,50000,M,BSc,Married,38,3,2,3,2,2,2,33759,36388,35527,36247,35367,37537,3500,0,1600,0,2900,0,True
1235,200000,M,MSc or PHd,Married,30,2,2,2,2,2,2,44411,45379,45858,45781,47401,40536,2000,1500,1000,2540,2000,0,True
1236,20000,M,High School Diploma,Single,33,1,2,2,2,2,2,16247,15689,18417,17802,19543,18442,0,3000,0,2000,0,1000,False
1237,150000,M,MSc or PHd,Single,32,2,2,2,2,2,2,126115,128860,131426,132703,129080,136996,6300,6100,4900,0,10200,5100,False
1238,50000,M,BSc,Married,49,1,2,2,2,2,2,17371,17789,18209,18595,20323,19218,1000,1000,1000,2000,0,1000,True
1239,100000,M,High School Diploma,Married,50,2,3,2,2,3,2,66204,64551,66924,72209,70451,72179,0,4000,7000,0,3000,3000,False
1240,170000,M,MSc or PHd,Married,50,1,2,2,2,2,2,152495,155698,159029,160628,162808,163364,7200,7300,5700,6300,3300,9300,False
1241,100000,M,High School Diploma,Married,54,2,2,2,3,2,2,81507,83154,88223,85924,86803,88745,3900,7300,0,3200,3500,3420,True
1242,300000,M,MSc or PHd,Married,58,2,2,2,2,2,2,148265,158230,160242,156171,165556,169250,14000,6000,0,12000,6500,6500,True
1243,20000,M,BSc,Married,59,3,2,3,3,2,2,6015,7759,8486,8208,7930,8650,2000,1000,0,0,1000,0,True
1244,20000,M,High School Diploma,Married,53,3,4,3,2,3,2,15507,14974,14449,15116,14582,14206,0,0,1200,0,0,2230,True
1245,250000,M,MSc or PHd,Married,51,3,2,2,2,2,2,2487,2487,2487,2487,2487,2487,0,0,0,0,0,0,True
1246,30000,M,High School Diploma,Married,53,1,2,2,2,2,2,18361,20250,19637,21705,21059,23716,2500,0,2403,0,3000,0,True
1247,100000,M,BSc,Married,52,1,2,2,2,2,2,15420,16927,16432,18019,17501,18786,2000,0,2100,0,1500,0,False
1248,240000,M,MSc or PHd,Married,55,1,4,3,2,2,2,99259,96819,94429,95475,96603,98699,0,0,3500,3600,3800,3700,True
1249,50000,F,BSc,Single,25,2,2,2,2,2,2,33995,34937,34394,36509,37105,37866,1800,300,3000,1500,1500,0,True
1250,120000,F,BSc,Single,27,2,2,2,2,2,2,120649,123203,119820,124755,99423,101718,6000,0,8500,0,11345,3700,True
1251,80000,F,High School Diploma,Married,23,2,2,2,2,2,2,22852,25371,26111,25393,29053,28450,3200,1440,0,4100,0,1037,True
1252,30000,F,BSc,Single,25,3,2,2,2,2,2,9095,10297,9988,11708,11223,12079,1500,0,1892,0,1042,700,True
1253,30000,F,BSc,Single,23,2,2,2,2,2,2,34048,33053,33506,41931,38638,35343,0,1800,9851,0,1183,5132,False
1254,100000,F,BSc,Single,26,2,2,2,2,2,2,30067,36705,35847,37939,38619,37868,7500,0,3500,1600,0,1600,True
1255,20000,F,BSc,Single,23,3,2,2,2,2,2,12508,12015,14459,14498,14029,15179,0,2955,597,0,1473,0,True
1256,50000,F,MSc or PHd,Single,27,3,2,2,7,7,7,300,300,300,300,300,300,0,0,0,0,0,0,True
1257,20000,F,MSc or PHd,Single,28,2,2,2,2,2,2,15522,18442,17862,19756,19143,21671,3186,0,2500,0,3000,0,True
1258,20000,F,BSc,Married,32,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,True
1259,50000,F,High School Diploma,Married,34,2,2,2,2,2,2,28289,32783,33714,32250,34245,19719,5000,3000,0,5000,0,3000,True
1260,80000,F,High School Diploma,Married,35,1,2,2,2,2,2,68423,70002,71389,73788,74463,72834,3300,3100,4204,2790,0,3043,True
1261,140000,F,MSc or PHd,Married,40,2,2,2,2,2,2,21952,27540,31785,30980,33162,32497,6300,5000,0,3000,0,3000,True
1262,10000,F,High School Diploma,Married,44,5,4,3,2,2,2,8678,8401,8128,7841,8579,8317,0,0,0,1000,0,1000,True
1263,120000,F,MSc or PHd,Single,37,2,2,2,2,2,2,744,744,744,744,1188,594,444,444,444,888,0,888,True
1264,20000,F,High School Diploma,Single,48,1,3,2,4,5,4,18038,18445,21556,22824,22192,21271,1000,3700,1900,0,0,0,True
1265,50000,F,BSc,Single,45,1,3,2,3,2,2,23751,23076,25004,24315,23626,25370,0,2600,0,0,2129,0,True
1266,30000,F,BSc,Married,33,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,True
