,Sex,Education,Marital Status,Age,Credit Limit,Payment Score,Avg Outstanding,Avg Paid,PaySep,PayAug,PayJul,PayJun,PayMay,PayApr,Outstanding/Sept05,Outstanding/Aug05,Outstanding/Jul05,Outstanding/Jun05,Outstanding/May05,Outstanding/Apr05,Paid/Sept05,Paid/Aug05,Paid/Jul05,Paid/Jun05,Paid/May05,Paid/Apr05
774,F,MSc or PHd,Single,23,40000,2.0,21629.166666666668,1232.3333333333333,3,3,3,1,1,1,19827,20709,21070,21420,23066,23683,1500,1000,1000,2000,1000,894
775,M,MSc or PHd,Married,29,50000,1.0,30955.333333333332,1429.5,1,1,1,1,1,1,48310,49690,40697,16751,17093,13191,2300,1400,335,342,4000,200
776,F,High School Diploma,Married,42,50000,2.3333333333333335,43197.166666666664,2371.3333333333335,3,3,3,1,1,3,44961,48164,38684,41034,43597,42743,4000,0,3000,3228,0,4000
777,M,MSc or PHd,Married,45,80000,0.0,12811.5,13232.666666666666,0,0,0,0,0,0,1473,1473,24770,3366,1473,44314,1473,24770,3366,1473,44314,4000
778,F,BSc,Married,34,260000,-1.0,2363.0,1057.1666666666667,-1,-1,-1,-1,-1,-1,8214,2149,3065,750,0,0,2151,3065,750,0,0,377
779,F,High School Diploma,Married,56,30000,3.0,19609.5,1316.6666666666667,3,3,3,3,3,3,17643,18564,17969,20645,21666,21170,1500,0,3000,1500,0,1900
780,F,MSc or PHd,Single,26,50000,0.16666666666666666,12325.166666666666,5000.0,0,1,1,1,-1,-1,5310,34105,34536,0,0,0,29000,1000,0,0,0,0
781,F,BSc,Single,27,50000,2.3333333333333335,44509.0,1327.6666666666667,3,3,3,3,1,1,47760,45064,45744,43123,42343,43020,0,3400,0,1528,3038,0
782,F,MSc or PHd,Single,28,60000,3.0,45084.0,1871.3333333333333,3,3,3,3,3,3,43662,42682,45603,44569,47452,46536,0,3628,0,3600,0,4000
783,M,BSc,Single,26,130000,0.3333333333333333,505.0,573.6666666666666,0,1,1,0,0,0,296,1299,-1,500,0,936,1003,0,501,0,936,1002
784,M,MSc or PHd,Married,35,90000,2.3333333333333335,18576.333333333332,1083.3333333333333,1,1,3,3,3,3,15952,18780,19177,18574,19721,19254,3100,1000,0,1600,0,800
785,F,BSc,Married,28,220000,5.166666666666667,213401.66666666666,2708.6666666666665,6,7,6,5,4,3,216435,219973,215959,210438,207114,210491,8355,1000,0,0,6800,97
786,F,MSc or PHd,Married,39,260000,-1.0,3123.0,2478.3333333333335,-1,-1,-1,-1,-1,-1,5912,3768,1444,2402,2040,3172,3786,1451,2424,2050,3187,1972
787,M,High School Diploma,Married,45,30000,4.0,28165.833333333332,1383.3333333333333,3,3,3,4,6,5,25161,24476,28721,31262,30217,29158,0,5000,3300,0,0,0
788,F,BSc,Married,40,100000,1.5,2508.8333333333335,1929.0,2,3,3,0,1,0,4535,3546,-2106,8538,390,150,0,0,10644,0,150,780
789,F,MSc or PHd,Single,25,30000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
790,F,BSc,Married,37,20000,1.8333333333333333,20340.5,541.6666666666666,2,3,3,1,1,1,19911,20797,20085,20126,20469,20655,1500,0,500,650,600,0
791,M,BSc,Married,31,100000,1.5,1691.6666666666667,691.6666666666666,4,3,0,1,1,0,2000,1000,3000,2000,1000,1150,0,3000,0,0,1150,0
792,M,High School Diploma,Married,57,80000,3.0,9702.0,975.0,3,3,3,3,3,3,7431,9895,9937,9629,10571,10749,2600,350,0,1100,500,1300
793,M,BSc,Single,33,90000,3.0,64915.5,2666.6666666666665,3,3,3,3,3,3,62011,63426,64288,65236,66639,67893,3000,2500,2600,2600,2500,2800
794,F,BSc,Married,42,80000,-0.3333333333333333,5150.0,0.0,1,1,-1,-1,-1,-1,30900,0,0,0,0,0,0,0,0,0,0,0
795,F,BSc,Single,24,90000,2.0,100898.33333333333,17607.666666666668,3,3,3,1,1,1,124457,118666,105806,98257,91442,66762,6600,0,2915,3154,2977,90000
796,M,MSc or PHd,Single,27,140000,0.16666666666666666,500.5,471.3333333333333,0,0,0,1,0,0,832,0,825,409,521,416,0,825,0,528,416,1059
797,M,MSc or PHd,Single,27,70000,1.5,2898.5,837.8333333333334,0,4,3,1,1,0,4168,3942,1929,2870,1435,3047,0,0,1980,0,3047,0
798,M,MSc or PHd,Single,24,10000,1.3333333333333333,9408.833333333334,819.1666666666666,1,1,3,1,1,1,7680,10160,9844,9554,9515,9700,2616,0,400,499,500,900
799,M,High School Diploma,Single,42,50000,1.5,1070.6666666666667,720.6666666666666,0,0,3,3,3,0,550,1974,1250,1400,700,550,1974,0,700,0,550,1100
800,M,MSc or PHd,Married,54,300000,0.0,385.5,351.1666666666667,0,0,0,0,0,0,206,555,0,718,468,366,555,0,718,468,366,0
801,M,High School Diploma,Married,51,10000,2.3333333333333335,5863.5,859.6666666666666,3,3,3,3,1,1,3577,6012,6066,5820,6026,7680,2500,300,0,300,1774,284
802,F,BSc,Single,26,70000,3.1666666666666665,51320.5,2191.0,4,3,3,3,3,3,49201,48134,52431,52479,53345,52333,0,5100,2000,2000,0,4046
803,F,High School Diploma,Other,51,20000,1.6666666666666667,18661.0,1332.1666666666667,3,1,1,1,1,3,18355,17165,17676,18300,20278,20192,1600,1500,900,3600,393,0
804,F,BSc,Married,42,500000,1.0,453307.1666666667,18235.666666666668,1,1,1,1,1,1,506787,487049,478965,401635,423136,422271,21000,17414,12000,30000,18000,11000
805,M,BSc,Single,27,80000,1.3333333333333333,67674.33333333333,2509.0,3,1,1,1,1,1,76896,78663,78692,56032,57248,58515,3613,3100,2000,2100,2200,2041
806,F,BSc,Single,28,360000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
807,F,BSc,Single,31,30000,2.3333333333333335,28842.5,1095.3333333333333,2,3,1,1,3,4,27254,26531,27857,29685,31260,30468,0,1772,2600,2200,0,0
808,M,High School Diploma,Single,38,20000,0.6666666666666666,10267.666666666666,2581.8333333333335,1,1,1,1,0,0,11805,12186,9331,6927,12457,8900,1400,1023,0,12469,598,1
809,M,High School Diploma,Married,41,210000,0.8333333333333334,12316.666666666666,12486.666666666666,0,0,3,1,1,0,390,1732,1170,780,390,69438,1732,0,0,0,69438,3750
810,F,MSc or PHd,Married,33,350000,-1.0,1050.0,1019.3333333333334,-1,-1,-1,-1,-1,-1,16414,693,693,1144,-4618,-8026,693,0,1144,4279,0,0
811,M,MSc or PHd,Single,36,210000,1.0,75164.83333333333,2800.0,1,1,1,1,1,1,210463,109132,47182,37067,24511,22634,5187,2043,1552,2013,3002,3003
812,M,BSc,Married,50,330000,0.3333333333333333,4269.166666666667,4463.166666666667,2,0,0,0,0,0,-13,2750,-27,5344,16566,995,2763,0,5371,16648,1000,997
813,F,High School Diploma,Single,25,420000,1.5,61196.333333333336,5184.666666666667,2,3,1,1,1,1,72874,71035,57503,56467,53995,55304,0,2000,1892,1979,2226,23011
814,M,BSc,Married,34,20000,1.0,14047.833333333334,1702.5,1,1,1,1,1,1,17179,17815,9519,10469,14272,15033,1300,1500,1415,4000,1000,1000
815,F,BSc,Married,34,220000,0.0,12851.5,4257.333333333333,0,0,0,0,0,0,51565,15683,1381,3300,2452,2728,15683,1381,3300,2452,2728,0
816,F,BSc,Single,24,30000,3.6666666666666665,1050.0,0.0,3,3,4,4,4,4,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0
817,F,MSc or PHd,Single,26,100000,-0.6666666666666666,4318.0,0.0,0,0,-1,-1,-1,-1,26273,-73,-73,-73,-73,-73,0,0,0,0,0,0
818,M,High School Diploma,Married,47,20000,2.6666666666666665,16877.5,1001.5,3,3,3,3,3,1,14328,17196,17418,17608,17187,17528,3114,800,770,0,776,549
819,F,BSc,Married,30,430000,1.3333333333333333,224893.33333333334,7207.333333333333,3,1,1,1,1,1,332721,277080,219739,210142,179350,130328,10896,8123,7522,7003,4700,5000
820,F,BSc,Single,23,50000,1.0,12679.666666666666,703.8333333333334,1,1,1,1,1,1,12630,11999,12990,12793,12686,12980,1211,1202,452,460,504,394
821,M,BSc,Single,33,360000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
822,M,BSc,Single,27,80000,1.3333333333333333,75413.33333333333,5461.166666666667,3,1,1,1,1,1,62824,63883,57722,116742,72204,79105,2178,2674,2200,14710,8000,3005
823,M,BSc,Single,28,360000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
824,F,MSc or PHd,Other,22,20000,0.6666666666666666,10956.166666666666,1083.3333333333333,1,1,1,1,1,-1,14993,16244,18300,18100,-1900,0,1800,2800,0,0,1900,0
825,F,BSc,Single,29,50000,0.3333333333333333,13819.333333333334,418.3333333333333,1,1,1,1,-1,-1,47411,19817,15688,0,0,0,1300,1210,0,0,0,0
826,F,BSc,Married,46,80000,-0.3333333333333333,108.33333333333333,108.33333333333333,2,-1,-1,-1,-1,0,0,0,0,0,0,650,0,0,0,0,650,0
827,F,High School Diploma,Single,23,50000,1.3333333333333333,41129.5,2133.3333333333335,3,1,1,1,1,1,37350,39740,40779,41793,42916,44199,3000,2000,2000,1800,2000,2000
828,F,BSc,Single,28,110000,1.8333333333333333,110899.5,3416.6666666666665,2,3,1,1,1,3,112597,107799,108464,110737,114581,111219,0,4000,4000,8500,0,4000
829,F,High School Diploma,Married,29,360000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
830,F,MSc or PHd,Married,34,280000,0.8333333333333334,10271.5,2522.3333333333335,0,1,1,1,1,1,11584,12211,10247,10247,6170,11170,7011,3000,0,123,5000,0
831,F,BSc,Married,37,290000,0.8333333333333334,4542.0,1250.0,0,1,1,1,1,1,1428,2741,4029,5451,6357,7246,1500,1500,1500,1000,1000,1000
832,F,MSc or PHd,Single,27,180000,-0.5,-200.0,0.0,2,-1,-1,-1,-1,-1,-200,-200,-200,-200,-200,-200,0,0,0,0,0,0
833,M,High School Diploma,Married,27,80000,0.8333333333333334,9669.5,2059.0,1,1,1,0,1,1,22381,11420,7021,6157,7606,3432,1500,3000,6157,1500,138,59
834,F,BSc,Married,40,100000,3.0,49787.333333333336,1750.0,3,3,3,3,3,3,47243,48294,49213,49827,51005,53142,2000,1900,1600,2000,3000,0
835,F,BSc,Married,26,250000,2.6666666666666665,1834.6666666666667,1933.3333333333333,2,4,3,3,3,1,631,631,631,1231,1068,6816,0,0,600,0,6000,5000
836,F,MSc or PHd,Single,28,120000,0.8333333333333334,818.6666666666666,699.3333333333334,0,0,3,1,1,0,200,1986,1117,425,-267,1451,1986,0,0,0,2210,0
837,M,High School Diploma,Single,43,80000,5.5,68408.66666666667,333.3333333333333,8,7,6,5,4,3,81071,79283,76767,75393,74731,23207,0,0,0,0,0,2000
838,M,MSc or PHd,Married,46,250000,0.0,1525.3333333333333,4528.333333333333,0,0,0,0,0,0,1197,-19,3121,2372,502,1979,0,3140,2387,504,1989,19150
839,M,MSc or PHd,Single,28,120000,0.8333333333333334,45252.0,10333.333333333334,0,1,1,1,1,1,8922,43070,47023,53576,57529,61392,35000,5000,8000,5000,5000,4000
840,M,BSc,Single,25,30000,0.6666666666666666,11295.166666666666,4346.0,1,1,1,1,0,0,29745,16309,5235,3122,11446,1914,2500,1517,2000,11446,1914,6699
841,M,BSc,Single,28,130000,1.6666666666666667,39454.666666666664,1666.6666666666667,3,3,1,1,1,1,70952,69264,70184,8518,11296,6514,0,3000,2000,3000,2000,0
842,M,BSc,Single,24,10000,0.0,12.0,232.16666666666666,0,0,0,0,0,0,12,12,12,12,12,12,0,0,0,0,0,1393
843,M,BSc,Single,32,50000,1.3333333333333333,32536.333333333332,3883.3333333333335,1,1,1,1,3,1,32813,34973,35603,37595,29818,24416,3000,1700,2600,0,10000,6000
844,F,BSc,Single,24,30000,1.8333333333333333,17300.666666666668,1250.0,2,3,3,1,1,1,15164,16607,17032,17448,18507,19046,2000,1000,1000,1500,1000,1000
845,F,High School Diploma,Single,27,80000,2.6666666666666665,66657.33333333333,903.3333333333334,2,5,4,3,1,1,84718,82861,80581,51537,51381,48866,0,0,0,1790,1890,1740
846,F,MSc or PHd,Married,34,240000,0.5,380.3333333333333,335.8333333333333,0,3,0,0,0,0,652,326,326,326,326,326,0,326,326,326,326,711
847,F,High School Diploma,Married,48,120000,0.6666666666666666,2193.1666666666665,1519.1666666666667,0,3,0,0,1,0,3845,199,1823,3646,1823,1823,0,1823,3646,0,1823,1823
848,F,High School Diploma,Married,25,50000,1.6666666666666667,30015.333333333332,3972.1666666666665,3,3,1,1,1,1,31097,30322,31142,29391,30099,28041,0,1833,1000,1000,10000,10000
849,F,BSc,Single,27,240000,0.5,1781.3333333333333,604.1666666666666,-1,-1,0,3,1,1,4400,0,1129,1129,1971,2059,0,1129,0,1000,496,1000
850,M,High School Diploma,Single,28,50000,2.3333333333333335,29201.666666666668,1133.3333333333333,3,3,3,1,1,3,28129,29184,28421,28751,30685,30040,1800,0,1100,2400,0,1500
851,M,MSc or PHd,Married,50,50000,1.5,29257.5,863.0,2,3,1,1,1,1,49252,44326,39689,29422,12856,0,1521,1345,2074,238,0,0
852,F,High School Diploma,Single,38,20000,0.16666666666666666,1627.5,1627.5,2,0,0,0,0,-1,0,3796,5081,888,0,0,3796,5081,888,0,0,0
853,M,High School Diploma,Married,48,50000,0.0,724.0,612.6666666666666,0,0,0,0,0,0,1058,1726,390,390,390,390,1726,390,390,390,390,390
854,F,MSc or PHd,Married,32,20000,3.0,10758.5,1227.3333333333333,3,3,3,3,3,3,11337,14372,11411,11653,7833,7945,6000,0,744,0,620,0
855,F,BSc,Married,39,170000,1.3333333333333333,121849.5,6333.333333333333,1,1,1,3,1,1,114007,117677,124636,121232,124199,129346,7000,10500,0,5000,11000,4500
856,M,BSc,Single,39,30000,1.8333333333333333,3727.3333333333335,916.6666666666666,2,3,3,1,1,1,1623,2441,3244,4034,4812,6210,1000,1000,1000,1000,1500,0
857,F,High School Diploma,Married,39,60000,1.6666666666666667,28168.166666666668,1773.0,3,1,1,3,1,1,29565,31123,34134,23552,24020,26615,3000,3638,0,1000,3000,0
858,F,BSc,Married,43,80000,-1.0,29.166666666666668,264.3333333333333,-1,-1,-1,-1,-1,-1,398,379,298,-300,-300,-300,381,607,0,0,0,598
859,M,BSc,Married,33,30000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
860,M,BSc,Single,25,50000,1.3333333333333333,41568.333333333336,1850.6666666666667,3,1,1,1,1,1,48885,49133,48468,42840,30378,29706,2200,2500,2070,1266,2000,1068
861,M,High School Diploma,Married,52,50000,1.5,23812.5,1150.0,2,3,1,1,1,1,32119,29498,26196,23806,16818,14438,0,6900,0,0,0,0
862,M,BSc,Married,26,20000,3.6666666666666665,1050.0,0.0,3,3,4,4,4,4,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0
863,M,BSc,Single,24,20000,0.8333333333333334,520.0,260.0,0,0,3,0,1,1,390,780,390,780,780,0,780,0,780,0,0,0
864,F,BSc,Single,25,70000,1.3333333333333333,44393.0,2166.6666666666665,1,1,3,1,1,1,41511,44525,43514,44489,45617,46702,4000,0,2000,2000,2000,3000
865,F,BSc,Single,27,50000,2.8333333333333335,10076.666666666666,883.3333333333334,2,3,3,3,3,3,8951,8862,10061,9751,11585,11250,200,1500,0,2000,0,1600
866,F,MSc or PHd,Single,29,30000,1.8333333333333333,8192.166666666666,167.66666666666666,2,3,3,1,1,1,12517,13027,12421,6105,5083,0,1006,0,0,0,0,0
867,M,BSc,Single,30,220000,1.5,108987.16666666667,40155.333333333336,0,0,3,0,3,3,776,1552,776,221876,223986,204957,1552,0,221876,7500,4,10000
868,F,BSc,Married,32,50000,0.5,480.0,480.0,0,0,0,0,0,3,390,390,390,390,930,390,390,390,390,930,0,780
869,M,High School Diploma,Single,26,50000,1.3333333333333333,48443.166666666664,2022.6666666666667,3,1,1,1,1,1,50951,49139,46802,47622,48686,47459,2500,2100,1900,2000,1746,1890
870,M,MSc or PHd,Married,37,260000,1.0,218022.0,6366.666666666667,1,1,1,1,1,1,244736,249018,253704,255353,175022,130299,10000,10000,5000,5000,5000,3200
871,F,High School Diploma,Married,43,180000,0.6666666666666666,52135.833333333336,12736.833333333334,0,0,1,1,1,1,1207,60267,61424,61039,64260,64618,60267,3000,2154,5000,3000,3000
872,F,MSc or PHd,Single,35,230000,-0.6666666666666666,438.3333333333333,0.0,0,0,-1,-1,-1,-1,2630,0,0,0,0,0,0,0,0,0,0,0
873,F,High School Diploma,Single,40,240000,1.0,212514.5,7750.0,1,1,1,1,1,1,227819,222299,227281,195027,199186,203475,8200,8800,7000,7200,7500,7800
874,F,MSc or PHd,Single,34,120000,2.0,113615.83333333333,4521.833333333333,1,1,1,3,3,3,105356,107588,115372,112027,119702,121650,3931,9600,0,9500,4100,0
875,F,MSc or PHd,Single,34,410000,0.0,2381.1666666666665,2381.1666666666665,2,0,0,-1,-1,0,0,13621,0,0,0,666,13621,0,0,0,666,0
876,F,MSc or PHd,Single,35,500000,-1.0,-73.0,0.0,-1,-1,-1,-1,-1,-1,-73,-73,-73,-73,-73,-73,0,0,0,0,0,0
877,F,MSc or PHd,Single,42,50000,2.3333333333333335,38586.833333333336,2247.8333333333335,1,1,3,3,3,3,35539,38246,37332,39702,38932,41770,3600,0,3000,0,3500,3387
878,F,BSc,Married,57,340000,-0.16666666666666666,259.6666666666667,267.1666666666667,2,-1,-1,-1,0,0,-8,-8,-8,-8,1595,-5,0,0,0,1603,0,0
879,F,BSc,Single,23,90000,3.0,19564.666666666668,1071.6666666666667,3,3,3,3,3,3,18168,17593,19492,18884,21410,21841,0,2500,0,3000,930,0
880,M,High School Diploma,Married,47,290000,1.1666666666666667,142988.66666666666,37003.166666666664,3,1,1,1,1,0,255412,217382,250549,31370,-4020,107239,5130,4647,949,4391,146216,60686
881,F,High School Diploma,Single,26,180000,1.0,55806.5,2741.6666666666665,1,1,1,1,1,1,71702,66234,57253,53736,46213,39701,2950,2200,2000,5000,2000,2300
882,F,BSc,Single,22,30000,1.0,28960.0,1566.8333333333333,1,1,1,1,1,1,30190,28985,28724,29357,30188,26316,1532,2169,1000,1200,2000,1500
883,M,Other,Married,52,100000,1.0,61510.666666666664,2290.5,1,1,1,1,1,1,90939,83090,63145,56962,52385,22543,3467,2000,1476,4992,808,1000
884,M,MSc or PHd,Married,47,240000,2.8333333333333335,141243.66666666666,5696.166666666667,2,3,3,3,3,3,138103,134976,137251,144457,147604,145071,500,6000,11000,5600,0,11077
885,M,BSc,Single,22,20000,3.3333333333333335,18743.666666666668,833.3333333333334,4,3,3,4,3,3,17710,17137,19830,19240,18419,20126,0,3000,0,0,2000,0
886,F,BSc,Single,23,110000,0.8333333333333334,20422.833333333332,11712.333333333334,1,1,1,1,0,1,1877,2507,1320,1270,63697,51866,1000,1000,100,63697,2427,2050
887,F,BSc,Single,43,50000,1.0,9293.333333333334,1149.6666666666667,1,1,1,1,1,1,9784,11578,7384,13479,6734,6801,2303,2095,500,1000,500,500
888,F,MSc or PHd,Single,23,20000,3.0,12293.166666666666,1033.3333333333333,3,3,3,3,3,3,9736,12759,12459,12957,13104,12744,3500,200,1000,500,0,1000
889,M,BSc,Single,39,170000,0.6666666666666666,4487.0,3598.0,0,0,0,1,0,3,2429,8054,4380,316,6131,5612,8077,4380,0,6131,0,3000
890,F,MSc or PHd,Married,29,160000,-0.16666666666666666,511.1666666666667,214.83333333333334,0,0,-1,0,0,0,1778,0,0,150,150,989,0,0,150,150,989,0
891,M,MSc or PHd,Married,35,200000,1.0,159561.16666666666,27250.0,1,1,1,1,1,1,199891,198608,115177,116226,139737,187728,8500,6000,4000,25000,50000,70000
892,M,High School Diploma,Single,46,10000,3.6666666666666665,1050.0,0.0,3,3,4,4,4,4,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0
893,F,BSc,Single,22,20000,3.5,19308.5,533.3333333333334,5,4,3,3,3,3,19529,18937,18335,19530,19076,20444,0,0,1500,0,1700,0
894,M,BSc,Single,33,100000,4.0,88238.83333333333,2825.5,6,5,4,3,3,3,90822,88562,86256,87150,85636,91007,0,0,3200,0,6803,6950
895,F,BSc,Married,39,360000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
896,F,BSc,Married,27,30000,3.0,28169.0,1009.1666666666666,3,3,3,3,3,3,27896,26835,28690,27633,29184,28776,0,2659,0,2309,1087,0
897,F,MSc or PHd,Married,40,250000,0.16666666666666666,380.3333333333333,326.0,0,0,0,1,0,0,326,326,652,326,326,326,326,652,0,326,326,326
898,F,High School Diploma,Married,60,150000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
899,F,BSc,Married,34,160000,0.0,683.8333333333334,228.16666666666666,0,0,0,0,0,0,2734,0,625,406,338,0,0,625,406,338,0,0
900,F,MSc or PHd,Married,60,220000,2.6666666666666665,20694.833333333332,1333.3333333333333,3,3,3,3,3,1,19024,20424,19798,21468,20986,22469,2000,0,2000,0,2000,2000
901,M,BSc,Married,39,150000,2.0,85451.0,4623.666666666667,1,1,1,3,3,3,76415,78836,87265,85084,93323,91783,4150,10575,0,9717,0,3300
902,F,BSc,Married,32,50000,1.0,20416.5,7452.666666666667,1,1,1,1,1,1,47445,37395,9858,8536,9674,9591,1697,1118,285,299,1110,40207
903,M,MSc or PHd,Single,29,240000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
904,F,High School Diploma,Single,31,50000,2.0,29536.0,2154.8333333333335,3,3,3,1,1,1,26411,28902,28139,28697,35084,29983,3231,0,1026,1063,1397,6212
905,M,High School Diploma,Single,24,50000,0.16666666666666666,8568.333333333334,350.0,0,1,1,0,0,-1,25437,25873,0,100,0,0,2000,0,100,0,0,0
906,M,BSc,Married,43,50000,0.8333333333333334,7241.666666666667,3151.1666666666665,-1,0,1,1,3,1,1040,4254,6955,9486,9191,12524,4254,2962,5191,0,3500,3000
907,F,BSc,Married,34,60000,1.0,28754.5,1613.8333333333333,1,1,1,1,1,1,54316,55575,15158,15450,15933,16095,2770,1275,544,3923,575,596
908,M,BSc,Single,29,50000,2.1666666666666665,32974.333333333336,1419.0,4,3,3,1,1,1,49747,51075,43662,18115,17300,17947,2500,14,2000,1000,1500,1500
909,F,MSc or PHd,Married,37,200000,-0.5,0.0,0.0,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
910,M,BSc,Married,23,190000,1.0,172169.66666666666,6309.833333333333,1,1,1,1,1,1,223483,183900,182911,156432,152708,133584,11837,6070,5136,5183,5237,4396
911,M,BSc,Single,31,100000,3.0,25705.0,1083.3333333333333,2,3,3,3,4,3,24377,25167,24541,27304,26669,26172,1400,0,3100,0,0,2000
912,F,BSc,Married,49,60000,1.6666666666666667,40665.333333333336,1759.0,3,1,1,1,3,1,61093,57227,32091,32792,31277,29512,1739,1791,2378,0,1092,3554
913,M,MSc or PHd,Single,32,120000,0.0,1604.5,1456.1666666666667,0,0,0,0,0,0,890,390,390,1480,0,6477,390,390,1480,0,6477,0
914,F,MSc or PHd,Single,36,240000,1.1666666666666667,7275.166666666667,2452.1666666666665,0,0,3,1,0,3,5367,6959,6649,5149,13750,5777,6959,15,0,7013,0,726
915,M,BSc,Single,25,210000,1.6666666666666667,5796.833333333333,1083.3333333333333,3,1,1,1,3,1,7474,8625,3511,4950,4727,5494,1500,1500,1500,0,1000,1000
916,M,MSc or PHd,Married,63,290000,1.3333333333333333,196439.66666666666,7556.666666666667,1,1,1,1,1,3,183800,187658,193030,195356,207180,211614,6820,8500,7020,15000,8000,0
917,F,High School Diploma,Single,26,70000,1.0,10469.666666666666,1750.0,1,1,1,1,1,1,7139,8361,10030,11578,13408,12302,1500,2000,2000,2000,1000,2000
918,F,BSc,Single,43,60000,2.3333333333333335,49649.333333333336,2541.6666666666665,2,3,1,1,4,3,44193,43205,47476,54735,53584,54703,0,5000,8100,0,2150,0
919,M,High School Diploma,Married,32,50000,0.6666666666666666,32158.5,958.3333333333334,1,1,1,1,1,-1,46727,47973,48990,49261,0,0,2000,2005,1745,0,0,0
920,M,BSc,Married,51,50000,1.0,24761.333333333332,778.3333333333334,1,1,1,1,1,1,42462,43684,42256,6501,6638,7027,1928,1200,300,242,500,500
921,F,BSc,Married,39,200000,1.3333333333333333,144024.16666666666,5553.333333333333,1,1,3,1,1,1,151955,158956,149765,131741,134488,137240,9201,5000,4500,4600,4700,5319
922,F,MSc or PHd,Single,25,30000,1.8333333333333333,8843.333333333334,493.5,4,3,1,1,1,1,14190,12900,11006,5584,5268,4112,0,2046,0,0,0,915
923,F,BSc,Single,24,30000,1.0,18715.833333333332,533.3333333333334,3,1,1,1,1,-1,28510,28481,28045,27259,0,0,2000,1200,0,0,0,0
924,F,MSc or PHd,Single,42,200000,0.5,1165.0,5457.833333333333,0,0,3,0,0,0,660,1320,660,1320,1320,1710,1320,0,1320,1320,1710,27077
925,F,BSc,Married,46,50000,2.8333333333333335,44865.0,1500.0,2,3,3,3,3,3,43244,42276,45235,45816,44970,47649,0,4000,1600,0,3400,0
926,M,High School Diploma,Married,26,20000,2.6666666666666665,11426.166666666666,683.3333333333334,4,3,4,3,1,1,10135,11926,11448,10970,11636,12442,2100,0,0,1000,1000,0
927,F,BSc,Married,44,200000,2.1666666666666665,5004.5,1669.0,2,3,3,3,1,1,2667,2478,6406,6216,5258,7002,0,4000,14,2000,2000,2000
928,M,BSc,Married,39,200000,0.0,326.0,326.0,0,0,0,0,0,0,326,326,326,326,326,326,326,326,326,326,326,326
929,M,BSc,Married,51,50000,2.6666666666666665,24334.833333333332,5833.333333333333,1,1,1,3,3,7,11583,16051,25725,25017,34385,33248,5000,10000,0,10000,0,10000
930,M,BSc,Single,33,90000,1.0,60682.0,2546.5,1,1,1,1,1,1,56291,58385,60412,61710,63020,64274,3000,3000,2300,2300,2300,2379
931,M,BSc,Other,46,60000,2.3333333333333335,27456.833333333332,1464.8333333333333,1,1,3,3,3,3,24677,26963,28210,27473,29176,28242,3000,2000,0,2289,0,1500
